cannon_1,cannon_2,archer_1,goldstorage_1,elixerstorage_1,gold_1,gold_2,elixer_1,elixer_2,barracks_1,barracks_2,townhall_1,army_1,builder_1,builder_2,castle_1,total
0.24222222222222223,0.41333333333333333,0.955,0,1.0,0,0,0,0.92,1.0,0,1.0,0.11,0,0.824,1.0,0.4248091603053435
0.6333333333333333,0.43777777777777777,0.6425,0.1275,1.0,0,0,0,0.13111111111111112,1.0,0,1.0,1.0,0.192,1.0,1.0,0.3986005089058524
0.9022222222222223,0,0.9725,0,0.89,0,0,0,0.7,1.0,0,1.0,1.0,0.28,0.208,0.642,0.4389312977099237
0,0.5466666666666666,0.625,0.5725,0,0,0,1.0,0.8777777777777778,1.0,1.0,1.0,0,0.956,0,0.523,0.44122137404580153
0.17777777777777778,0.7888888888888889,0.3125,1.0,0.2125,0,0,0,0,1.0,0,1.0,1.0,0.912,1.0,1.0,0.40165394402035626
1.0,0,0,0,0.89,0,0,1.0,0.38,0.33214285714285713,0,0.946,0.725,0,0,0,0.5891857506361323
1.0,0.20222222222222222,0,1.0,1.0,0,0,0.042222222222222223,0.8533333333333334,0,0,0.826,1.0,0,0,0,0.5695928753180661
0.6066666666666667,0.2911111111111111,0.78,1.0,1.0,0,0,0,0,1.0,0,1.0,1.0,0.74,0.676,1.0,0.3575063613231552
0.6822222222222222,0.56,0.6975,0,0.955,0.5244444444444445,1.0,0.03111111111111111,0,1.0,0,1.0,0,1.0,0.524,1.0,0.35356234096692113
1.0,0.15777777777777777,0.18,1.0,1.0,0,0,0.15333333333333332,1.0,0,0,1.0,0.835,0,0,0,0.5234096692111959
1.0,0.07111111111111111,0.56,0,1.0,0,0.17555555555555555,0.58,0.3288888888888889,0.45,0,1.0,1.0,0,0,0.425,0.48536895674300257
0.8044444444444444,0,0.3125,0,1.0,0,0,0,0.86,0.9357142857142857,0,1.0,1.0,0,0,0.946,0.44249363867684477
0.98,0.04666666666666667,0,1.0,1.0,0,0,0,0,1.0,0,1.0,1.0,0.784,0,0.712,0.44656488549618323
