cannon_1,cannon_2,archer_1,goldstorage_1,elixerstorage_1,gold_1,gold_2,elixer_1,elixer_2,barracks_1,barracks_2,townhall_1,army_1,builder_1,builder_2,castle_1,total
0.6333333333333333,0,1.0,0,0.1675,0,0,0,0.88,1.0,0,1.0,0.9725,0.912,1.0,1.0,0.38994910941475824
0.5644444444444444,0.5666666666666667,0.5725,0.775,0.215,0,0,0,0,1.0,0,1.0,0,1.0,1.0,1.0,0.43842239185750637
0.41333333333333333,0.7066666666666667,0.23,1.0,0.4375,0.4,0.31555555555555553,0,0,0.8071428571428572,0,1.0,0.835,0,1.0,0.956,0.394529262086514
0,0.98,0.6425,1.0,1.0,0,0,0,0,1.0,0,1.0,1.0,0.796,1.0,1.0,0.3477099236641221
1.0,0.7555555555555555,0.01,0.67,1.0,0,0.38,0.54,0.66,0.42142857142857143,0,1.0,1.0,0,0,0.712,0.3762086513994911
0,0.7311111111111112,1.0,0.82,0,0.5355555555555556,0.5844444444444444,0,0,0.15714285714285714,0,1.0,0.7975,0.316,0,0.973,0.4305343511450382
0.31555555555555553,0,0.9775,1.0,0.0775,0,0,0.48,0.9511111111111111,1.0,0,1.0,1.0,0.744,0.796,1.0,0.34185750636132317
0,0.9755555555555555,0.8175,1.0,0.4775,0,1.0,0,0,0.29285714285714287,0,1.0,1.0,0.344,0.352,1.0,0.36857506361323156
0.4866666666666667,0.16444444444444445,0.7525,0.23,0.2125,0,0,0,0,0.45,0,1.0,1.0,0.472,0,0.973,0.5053435114503817
0,1.0,1.0,0.7525,0,0,1.0,0,0,1.0,0,1.0,0.55,0.276,0.912,0.945,0.3838422391857506
0.56,0,0.9775,0.4225,1.0,0,0,0,0.3933333333333333,0.9035714285714286,0,1.0,1.0,0,0.912,0.901,0.40572519083969466
1.0,0,0,0.4475,1.0,0,0,0.3,1.0,1.0,0,1.0,0,0.348,0,0,0.5571246819338422
0,1.0,0.0375,0.37,0.3375,0,0,0,0,0,0,1.0,1.0,0,0.868,1.0,0.5082697201017812
1.0,0,0.51,0.67,1.0,0,0,0,1.0,1.0,0,1.0,1.0,0.78,0.284,0.838,0.3567430025445293
1.0,0,0.57,0,1.0,0,0,1.0,1.0,1.0,0.4714285714285714,1.0,0.945,0.956,0,0.937,0.3073791348600509
0.5111111111111111,0.4622222222222222,1.0,0.1625,0.835,0,0.26,0,0.6177777777777778,1.0,0,1.0,1.0,0.168,0.64,0.982,0.3643765903307888
1.0,0.12,0.64,0.7525,1.0,0,0.7111111111111111,0.5066666666666667,0.6,1.0,0,1.0,0.325,0.6,0.472,1.0,0.3057251908396947
0.16444444444444445,1.0,0.5325,0.3025,0.23,0,0.56,0,0,1.0,0,1.0,1.0,0,0,0.893,0.45610687022900764
0,0.78,0.5325,1.0,0.555,0.68,1.0,0,0,0.6464285714285715,0,1.0,0.945,0,0,0.967,0.36793893129770994
0.4866666666666667,0.3888888888888889,0.1575,1.0,1.0,0.04,1.0,0.64,0.82,0,0,1.0,0.4775,0,0,0.615,0.4035623409669211
0.56,1.0,0.23,1.0,1.0,0,0,0,0,0.7107142857142857,0,1.0,1.0,0,0,0.553,0.45979643765903305
0,0.8,0,1.0,0.7075,0,0,0,0,0,0,0.934,1.0,0,0,0.879,0.5263358778625954
0.9266666666666666,0,0,0,0.5275,0,0,1.0,1.0,1.0,0.175,1.0,0.8425,0.536,0,0,0.5129770992366413
0.7555555555555555,0.15333333333333332,0.9175,0,1.0,0,0,0.8288888888888889,0.9511111111111111,1.0,0,1.0,0.945,0.156,0.676,1.0,0.3202290076335878
0.2911111111111111,0.56,0.615,1.0,0,0,0.20222222222222222,0,0,1.0,0,1.0,1.0,0.752,0.344,1.0,0.41806615776081424
0.21777777777777776,1.0,0.67,1.0,0.2575,0.2288888888888889,1.0,0,1.0,1.0,0,1.0,1.0,0.736,0.736,1.0,0.25318066157760816
0.5355555555555556,0.1688888888888889,1.0,0.1225,0.2575,0.32,1.0,0,0.3622222222222222,1.0,0,1.0,0.19,0.824,0.5,1.0,0.3876590330788804
0.4866666666666667,0.56,1.0,0.3925,0.4825,0,0.43777777777777777,0.7022222222222222,1.0,1.0,0,1.0,0.615,0.848,0.956,0.991,0.28091603053435116
0.6822222222222222,0,0.8075,1.0,1.0,0,0,0,0.7755555555555556,1.0,0,1.0,1.0,0.168,0.46,1.0,0.34910941475826973
0.07111111111111111,0,0.9725,0.6425,0.1,0,0,0.1,1.0,1.0,0,1.0,1.0,0.868,0.572,0.667,0.43765903307888043
0.3888888888888889,0,0.3175,0,1.0,0,0,0.16,1.0,1.0,0,1.0,0.235,1.0,0.868,0.795,0.44529262086513993
0,1.0,0.78,1.0,0.4225,0.044444444444444446,0.9022222222222223,0,0,1.0,0,1.0,1.0,0.1,0.928,1.0,0.3391857506361323
0.6822222222222222,0.4866666666666667,0.835,0,1.0,0,0.48,0,0.5022222222222222,1.0,0,1.0,0,0,0.78,0.901,0.41755725190839693
0.5844444444444444,0.3933333333333333,0.3125,1.0,0.835,0,0,0.08,0.5,1.0,0,1.0,0,0.884,0,0.937,0.427735368956743
1.0,0.6088888888888889,0,1.0,0,0.4066666666666667,0.86,0.5444444444444444,1.0,0,0,0.712,0.3225,0,0,0.307,0.5047073791348601
1.0,0.05555555555555555,0.34,0,1.0,0,0,0.2,1.0,1.0,0,1.0,0.355,0.076,0,0.568,0.48346055979643765
0,1.0,0.1725,1.0,0.395,0.2777777777777778,1.0,0,0,0.22857142857142856,0,1.0,1.0,0.172,0,0.919,0.41755725190839693
0,0.36444444444444446,0.7975,0.82,0,0,0.5755555555555556,0,0.56,0,0,1.0,0.64,0,0,0.937,0.4891857506361323
0.3711111111111111,0.6088888888888889,0.6425,0.91,1.0,0,0.18,0,0,1.0,0,1.0,0.19,0.784,0.956,1.0,0.3849872773536896
1.0,0.14444444444444443,0,1.0,1.0,0,0.035555555555555556,0,0.24666666666666667,0.16428571428571428,0,1.0,0.0275,0,0.824,1.0,0.46501272264631044
0,0.8777777777777778,0,1.0,1.0,0,0.66,0,0,1.0,0,1.0,0.8625,1.0,0,0.676,0.42201017811704833
1.0,0.2911111111111111,0,0.8425,1.0,0.07111111111111111,1.0,0,0.52,0,0,0.5846666666666667,0,0,0,0.919,0.5127226463104325
0.4866666666666667,0.19333333333333333,0.065,0.325,1.0,0,0,0.14888888888888888,0.58,1.0,0,1.0,1.0,0,0.928,1.0,0.41450381679389314
0.6577777777777778,0.5111111111111111,0.4225,1.0,0.46,0.1688888888888889,0.8533333333333334,0.04,0.98,1.0,0,1.0,0.955,0.04,0.928,1.0,0.2872773536895674
0.35777777777777775,0.5111111111111111,0.3125,1.0,0.235,0,0.7866666666666666,0,0,0.9678571428571429,0,1.0,0.8625,0.856,0.524,1.0,0.3861323155216285
0.3888888888888889,0.4622222222222222,0.9725,0.58,1.0,0,0.62,0,0.3511111111111111,1.0,0,1.0,1.0,0.568,0,0.982,0.34541984732824427
0.2688888888888889,0.25555555555555554,0.34,0,0,0,0.6222222222222222,0,0.96,0.8071428571428572,0,1.0,0,0,0,0.693,0.5543256997455471
0.9755555555555555,0,0.1675,0,1.0,0,0,0,1.0,0,0,1.0,0.1225,0,0.956,0.407,0.5482188295165394
0.26666666666666666,1.0,0.78,1.0,1.0,0,0.78,0,0,1.0,0,1.0,0.3925,0.436,0.316,1.0,0.34376590330788803
0.4777777777777778,0,0,0,1.0,0,0,0,0.58,0,0,0,0.6425,0,0,0,0.8558524173027989
0,0.6088888888888889,1.0,0.9325,0,0,0,0,0,1.0,0,1.0,0,0.856,0.856,1.0,0.4586513994910941
0,0.96,0,0.7525,0,0,0,0,0,0,0,0.97,0.6775,0,0,0.766,0.5896946564885496
0.3933333333333333,0.3933333333333333,0.4775,0.055,0.91,0,0,0,0,0.9214285714285714,0,1.0,1.0,0,0,0.799,0.5053435114503817
0.56,0.6088888888888889,0.34,1.0,1.0,0,0.28,0.34,1.0,0.6142857142857143,0,1.0,1.0,0,0,0.946,0.3372773536895674
1.0,0,0.2825,0.6425,1.0,0,0,1.0,1.0,0.8714285714285714,0,1.0,1.0,0,0,0.464,0.3984732824427481
0.022222222222222223,0.5066666666666667,0.67,1.0,0.1475,0,0,0,0,0.55,0,1.0,1.0,1.0,0.956,1.0,0.4264631043256997
0.9022222222222223,0,0.3125,0.1475,1.0,0,0,0,1.0,1.0,0,1.0,1.0,0.812,0.928,0.91,0.3683206106870229
1.0,0.19333333333333333,0.19,1.0,0.8875,0,0,1.0,1.0,0,1.0,1.0,0.9725,0,0,0.946,0.3151399491094148
0.5844444444444444,0.2911111111111111,1.0,0.01,0,0,0,0,0.6155555555555555,1.0,0,1.0,0,1.0,0,1.0,0.477735368956743
0.41333333333333333,1.0,0.4225,0.8075,0,0,0.3022222222222222,0,0.15555555555555556,0,0,1.0,0.7975,0,0.028,0.747,0.5029262086513995
0,0.7355555555555555,1.0,0.9775,0,0,0,0,0,1.0,0,1.0,0,0.892,0.824,1.0,0.4489821882951654
0,1.0,0.78,0.505,1.0,0,0,0,0.6066666666666667,0.275,0,1.0,1.0,0,0,0.848,0.43231552162849873
0.6088888888888889,0.7644444444444445,0.2125,0.8625,0.4225,0,0,0.34,1.0,0.26071428571428573,0,1.0,0.89,0,0,0.373,0.47557251908396947
0.4622222222222222,0.7066666666666667,0.285,0.78,0.23,0,0.6111111111111112,0,0.2288888888888889,0.6464285714285715,0,1.0,0.2575,0,0,0.28,0.5564885496183206
0.7066666666666667,0.4622222222222222,0.7525,0.3025,0.12,0.13555555555555557,1.0,0,0.5244444444444445,1.0,0,1.0,1.0,0.928,0,0.982,0.3464376590330789
0.19333333333333333,1.0,0.725,0.91,0.3475,0,0.46,0,0.10444444444444445,0.9357142857142857,0,1.0,0.82,0,1.0,1.0,0.37353689567430026
1.0,0.4,0,1.0,0.7075,0,0,0.9755555555555555,1.0,0,0,0.30266666666666664,0,0,0,0,0.6620865139949109
0.32222222222222224,0.31555555555555553,0.78,0.2575,1.0,0,0,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.3916030534351145
0.2911111111111111,1.0,0.3675,0.8625,0.78,0,0.008888888888888889,0.1,0.56,0.9035714285714286,0,1.0,1.0,0,0,0.648,0.4291348600508906
0.36444444444444446,0.41333333333333333,0.34,1.0,0.145,0,0.94,0.015555555555555555,0.3111111111111111,1.0,0,1.0,1.0,0.652,0,0.901,0.3946564885496183
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
0.6822222222222222,0.4177777777777778,0.725,1.0,1.0,0,0,0,0.88,0.8428571428571429,0,1.0,1.0,0.868,0.384,1.0,0.30916030534351147
0,1.0,1.0,0.6625,0.78,0.03777777777777778,1.0,0,0,0.9357142857142857,0,1.0,0.945,0.192,0.5,1.0,0.3375318066157761
1.0,0.36666666666666664,0.0425,0.285,0.805,0,0,0.74,0.64,0.4857142857142857,0,1.0,0.78,0,0,0.982,0.4123409669211196
0,0.14444444444444443,0.955,0.7675,0,0,0.8,0,0,0,0,1.0,0,0.028,1.0,1.0,0.5075063613231552
0,0.8288888888888889,0,0.505,0.7525,0,0.7155555555555555,0,0,0,0,0.928,1.0,0,0,0.571,0.5469465648854962
0,0,0.4225,0,0,0,0,0,0,0.5821428571428572,0,1.0,0,1.0,1.0,1.0,0.5760814249363868
