cannon_1,cannon_2,archer_1,goldstorage_1,elixerstorage_1,gold_1,gold_2,elixer_1,elixer_2,barracks_1,barracks_2,townhall_1,army_1,builder_1,builder_2,castle_1,total
0.04666666666666667,1.0,1.0,0.9325,1.0,0,0.08,0,0.18222222222222223,1.0,0,1.0,0.0325,0.956,0.4,1.0,0.37735368956743004
0.48,0.19333333333333333,0,1.0,0.625,0,0,0,0,0.1,0,1.0,1.0,0,0.736,1.0,0.48282442748091603
0.5355555555555556,0,1.0,1.0,1.0,0,0,0.26666666666666666,0.32,1.0,0,1.0,1.0,0.28,0.48,1.0,0.35432569974554706
0.9266666666666666,0,1.0,0.12,0.7525,0,0,0,0.8177777777777778,1.0,0,1.0,0,1.0,0.856,0.937,0.40012722646310434
0.1688888888888889,0.3933333333333333,1.0,0.775,1.0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.884,1.0,0.3048346055979644
0.6822222222222222,0,1.0,0,1.0,0,0,0.9266666666666666,1.0,1.0,0,1.0,0.3625,0.584,1.0,0.715,0.36259541984732824
0.02666666666666667,0.7066666666666667,1.0,0.0325,0.41,0,0,0,0,1.0,0,1.0,0,1.0,1.0,1.0,0.4673027989821883
0.4622222222222222,0.5844444444444444,0.5875,1.0,0.63,0,0.8777777777777778,0,0.24444444444444444,0.9357142857142857,0,1.0,0,0,1.0,1.0,0.3797709923664122
0.6822222222222222,0.6333333333333333,0.8625,0.3025,0.9175,0,0.6155555555555555,0.15777777777777777,0.6088888888888889,1.0,0,1.0,0.3925,0.124,0.768,0.919,0.34783715012722644
0.9755555555555555,0,0.105,0,0.1,0,0,0,0.78,0,0,1.0,0.955,0,0,0.442,0.593384223918575
0.7066666666666667,0,1.0,0.7075,0,0,0,0,0.94,1.0,0,1.0,0,1.0,1.0,0.937,0.40954198473282444
0.4955555555555556,0,0.78,0,0,0,0,0,0.46,1.0,0,1.0,0,0.34,0,0.784,0.5685750636132315
0.14222222222222222,1.0,0.8625,0.9175,0.0475,0,0.33111111111111113,0,0,1.0,0,1.0,0.46,1.0,1.0,0.919,0.39223918575063615
0.03111111111111111,0.31333333333333335,0,1.0,1.0,0,0,0,0,0,0,0.88,0.8625,0,0,0.334,0.6241730279898219
0,1.0,0.5975,1.0,0.9725,0,0.58,0,0,0.5821428571428572,0,1.0,1.0,0.064,0.164,1.0,0.38180661577608144
0.78,0.41333333333333333,0,1.0,1.0,0,0.4066666666666667,0,0.12,0,0,0.934,1.0,0,0,0.784,0.4708651399491094
0.2511111111111111,0.96,0.89,0.595,1.0,0,0,0,0,1.0,0,1.0,1.0,0.824,0.172,0.946,0.3748091603053435
0.3888888888888889,1.0,0,1.0,1.0,0.15333333333333332,0.88,0,0.18222222222222223,0,0,0.91,1.0,0,0,0,0.5245547073791349
0.31555555555555553,0.56,1.0,0.495,0.955,0,0.1,0,0,1.0,0,1.0,0,0.912,1.0,1.0,0.4049618320610687
0.6577777777777778,0,0,1.0,1.0,0,0,0.035555555555555556,1.0,0,0,0.958,0.7675,0,0,0.5,0.5157760814249364
0.5355555555555556,0,0.725,0,0.9325,0,0,0,0.36,0.5035714285714286,0,1.0,0,0,0.892,1.0,0.5
0.33555555555555555,0.6333333333333333,0.67,1.0,1.0,0,0.14222222222222222,0,0,0.775,0,1.0,1.0,0.076,0,0.955,0.4072519083969466
0.7311111111111112,0,1.0,0.175,1.0,0,0,0.37555555555555553,0.28,1.0,0,1.0,1.0,0.964,0.892,0.838,0.3669211195928753
0.11333333333333333,1.0,0.255,1.0,1.0,0,0.18222222222222223,0,0,0,0,1.0,1.0,0,0.912,1.0,0.41310432569974553
1.0,0,0,0.5875,0,0,0,0.4622222222222222,0.18,0,0,1.0,0,0,0,0,0.6852417302798982
