cannon_1,cannon_2,archer_1,goldstorage_1,elixerstorage_1,gold_1,gold_2,elixer_1,elixer_2,barracks_1,barracks_2,townhall_1,army_1,builder_1,builder_2,castle_1,total
0,0.5444444444444444,1.0,1.0,0.9725,0,0,0,0,1.0,0,1.0,1.0,1.0,0.956,1.0,0.35076335877862597
0.56,0.011111111111111112,1.0,0,1.0,0,0,0.21777777777777776,1.0,1.0,0,1.0,0.0775,0.596,0.64,1.0,0.3988549618320611
0.32,0.18444444444444444,1.0,0,0,0,0,0,0,1.0,0,1.0,0.1,1.0,0.892,1.0,0.5012722646310432
0.5733333333333334,0.6822222222222222,0.6425,0.91,1.0,0,0.98,0,0,1.0,0,1.0,0.945,0.856,1.0,1.0,0.2812977099236641
0.56,0.4622222222222222,1.0,1.0,0.0775,0,0.7311111111111112,0,0,1.0,0,1.0,1.0,0.552,0.488,1.0,0.356234096692112
0.1688888888888889,1.0,0.725,1.0,0.5875,0,0.82,0,1.0,1.0,0,1.0,1.0,0.248,0.832,1.0,0.272264631043257
0,1.0,0.6425,0.8425,0,0.9022222222222223,1.0,0,0,0,0,1.0,0.7425,0,0,0.942,0.40979643765903306
0.4866666666666667,0.18666666666666668,0.285,0,1.0,0,0,0,0.24222222222222223,1.0,0,1.0,0.7025,0.956,0,0.91,0.4737913486005089
0,0,0.7525,0,0,0,0,0,0,0,0,0.9486666666666667,0,0.424,1.0,0.982,0.6104325699745548
0,0.41555555555555557,0,1.0,0,0,0,0,0,0,0,0,0.835,0,0,0,0.882824427480916
0.7066666666666667,0,0.34,0.1475,0,0,0,0,0,0,0,1.0,0.0525,1.0,0.616,0.884,0.57735368956743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
0.1288888888888889,0.8288888888888889,0,0.31,0.285,0.05333333333333334,1.0,0,0,0.26071428571428573,0,1.0,1.0,0,0,0.766,0.5061068702290077
0.56,0.2088888888888889,0.3125,0,0,0,0,0,0.86,1.0,0,1.0,0.64,0.892,0.892,1.0,0.44783715012722647
1.0,0.7066666666666667,0,0.73,0.235,0.008888888888888889,1.0,0,0.43777777777777777,0,0,0.97,0,0,0,0.076,0.5755725190839694
0.9755555555555555,0,0.63,0.91,0,0,0,0,0.94,1.0,0,1.0,0.0325,0.316,1.0,0.729,0.449236641221374
0.14444444444444443,0.22666666666666666,0.9325,0.145,1.0,0,0,0,0.8777777777777778,1.0,0,1.0,0.2075,0.532,0.648,1.0,0.4209923664122137
1.0,0.4866666666666667,0,0,0.945,0,0.2222222222222222,0,0,0,0,1.0,1.0,0,1.0,1.0,0.4533078880407125
0.19333333333333333,0.68,0.78,1.0,1.0,0,0,0,0.98,1.0,0,1.0,0.145,0.68,0,0.989,0.37111959287531804
0.8311111111111111,0,0,0.3225,0.7975,0,0,0,0,0,0,0.7893333333333333,1.0,0,0,0,0.6938931297709924
0,0.6266666666666667,0.34,1.0,1.0,0,0,0,0.94,1.0,0,1.0,0,0,0,0.978,0.4403307888040712
1.0,0.2111111111111111,0.8075,1.0,1.0,0,0,0,0.84,1.0,0,1.0,0.0775,1.0,0.476,1.0,0.3351145038167939
1.0,0.08222222222222222,0,0,0.56,0,0,0,0.8711111111111111,0,0,1.0,0.235,0,0.424,1.0,0.5161577608142494
1.0,0.34,0.7525,0.75,1.0,0,0.86,0,1.0,0.8071428571428572,0,1.0,0.7525,0,0.704,1.0,0.2819338422391858
0.4022222222222222,0.04666666666666667,1.0,1.0,0,0,0.8066666666666666,0,0,1.0,0,1.0,0.955,0.82,0.956,1.0,0.36755725190839694
0,0.6333333333333333,0.8625,1.0,0.86,0,0.5333333333333333,0,0,0.775,0,1.0,1.0,0.688,0.676,1.0,0.35470737913486006
0,0.19777777777777777,0,0,0,0,1.0,0,0,0,0,0.49,0,0,0,0.514,0.7725190839694657
1.0,0,0.8075,0.8625,0.9175,0,0,0,0.42,1.0,0,1.0,0,0.092,0,0.532,0.4899491094147583
0.4866666666666667,0.5977777777777777,0.8075,0.8075,0.2125,0,0,0,0.48,1.0,0,1.0,0.1475,0.208,0,0.989,0.4510178117048346
1.0,0.2644444444444444,0,1.0,0.1425,0,0,0.06222222222222222,0.26,0,0,1.0,0,0,0,1.0,0.5329516539440203
0.2577777777777778,0.8777777777777778,0,1.0,0,0.14,1.0,0,0,0,0,0.6466666666666666,0.7125,0,0,0.259,0.6262086513994911
0.6577777777777778,0.8288888888888889,0,0.4375,0,0,0.14666666666666667,0.6577777777777778,1.0,0,0.9357142857142857,1.0,0.865,0,0,0,0.5211195928753181
0.6088888888888889,0.4266666666666667,0,1.0,0,0,0,0.14,0.22,0,0,0.922,0.23,0,0,0.091,0.6699745547073791
0,0.2644444444444444,1.0,0.1475,0,0,0,0,1.0,1.0,0,1.0,0,0.648,0,0.883,0.509796437659033
0.36444444444444446,0.54,1.0,0.1675,1.0,0,0,0,0.09555555555555556,0.8392857142857143,0,1.0,1.0,0.608,0.856,1.0,0.38702290076335877
0.26666666666666666,0.24222222222222223,0.945,0,0.865,0,0,0,0,1.0,0,1.0,0.595,0.956,0.244,1.0,0.45661577608142495
0.7066666666666667,0.03111111111111111,1.0,0.055,1.0,0,0,0,0.26,1.0,0,1.0,1.0,0.424,0.868,1.0,0.3926208651399491
0.5844444444444444,0,0.6975,0,0,0,0,0,0.2,1.0,0,1.0,0,1.0,0,0.9,0.5468193384223918
0.5844444444444444,0.5355555555555556,0.4775,0.945,1.0,0,0.22,0,0.4,0.6142857142857143,0,1.0,0.2575,0,0,0.659,0.4674300254452926
0.5111111111111111,0.68,0.2575,0,1.0,0,0,0,0.24444444444444444,0.8714285714285714,0,1.0,0,0,0,0.681,0.54529262086514
0,1.0,0.29,0.9325,1.0,0.49333333333333335,0.9511111111111111,0,0.48444444444444446,0.9035714285714286,0,1.0,0.36,0,0.856,1.0,0.3234096692111959
0.7466666666666667,0.7311111111111112,0.1475,0.5275,0.8875,0,1.0,0,0,1.0,0,1.0,1.0,0.216,0.956,0.982,0.339058524173028
0.8044444444444444,0,1.0,0.45,1.0,0,0,0,0.4,1.0,0,1.0,0.0775,0.892,0.372,1.0,0.4085241730279898
