cannon_1,cannon_2,archer_1,goldstorage_1,elixerstorage_1,gold_1,gold_2,elixer_1,elixer_2,barracks_1,barracks_2,townhall_1,army_1,builder_1,builder_2,castle_1,total
0,0,0.9325,0,0.01,0,0,0,0.2,1.0,0,1.0,0,0.964,0.78,0.91,0.5428753180661577
0.2911111111111111,0,1.0,0.245,1.0,0,0,0,0.43555555555555553,1.0,0,1.0,1.0,1.0,1.0,0.919,0.38625954198473283
1.0,0.31555555555555553,0.285,0.5725,0.89,0,0,0,0.8422222222222222,1.0,0,1.0,1.0,0.84,0.76,1.0,0.3320610687022901
0.07111111111111111,0,1.0,1.0,0.89,0,0,0,0,1.0,0,1.0,1.0,0.868,1.0,1.0,0.3848600508905852
0.6577777777777778,0.4088888888888889,0.6775,1.0,1.0,0,0,0,0.86,0.725,0,1.0,1.0,0,0.252,1.0,0.35063613231552165
0.6088888888888889,0.6822222222222222,0.7525,0.89,0.955,0,0.68,0.5844444444444444,1.0,0.6142857142857143,0,1.0,1.0,0,0,0.773,0.30229007633587784
0,0.6822222222222222,1.0,1.0,1.0,0,0.4622222222222222,0,0.6244444444444445,1.0,0,1.0,1.0,0.532,0.416,1.0,0.311323155216285
1.0,0.54,0.3675,0,1.0,0,0,0,0,1.0,0,1.0,1.0,0.892,0.208,0.912,0.4138676844783715
0,1.0,1.0,1.0,0.505,0,0.5022222222222222,0,0,0.9035714285714286,0,1.0,0.945,0.868,0.384,1.0,0.34834605597964374
0.9,0,0,0,0.8425,0,0,0,0,0.55,0,1.0,0,0,0,0,0.6951653944020356
0.3888888888888889,0.6822222222222222,1.0,0.5875,1.0,0,0.56,0,0.94,1.0,0,1.0,1.0,0.576,0.472,1.0,0.283206106870229
0.6711111111111111,0.6577777777777778,0,1.0,0,0,0.26222222222222225,0,0,0,0,0.85,0.78,0,0,0.343,0.6124681933842239
0.5111111111111111,0,0.34,0,0.8625,0,0,0,0.86,1.0,0,1.0,0.6175,0.824,0,0.956,0.4545801526717557
0.6622222222222223,1.0,0,0.8625,0.7075,0,0.74,0,0.92,0,0,0.988,0.37,0,0,0.334,0.48002544529262087
0,0.92,0.67,0.5725,1.0,0,0,0,0.35777777777777775,1.0,0,1.0,0.4775,0.02,0.928,1.0,0.40458015267175573
1.0,0.36444444444444446,0.89,1.0,1.0,0,0.7288888888888889,0,0,1.0,0,1.0,1.0,0.712,0.224,1.0,0.29872773536895675
0,0.7066666666666667,0,1.0,0.7975,0.8777777777777778,0.98,0,0,0,0,0.712,1.0,0,0,0.527,0.5078880407124682
0.86,0.07111111111111111,0.3525,0.7075,0.1675,0,0.7066666666666667,0,0,1.0,0,1.0,0.46,0,0,0.811,0.4907124681933842
0.8044444444444444,0,0.6425,1.0,0.1,0,0,0,0.54,1.0,0,1.0,0.89,0,0.336,0.035,0.5474554707379135
0,0.7066666666666667,0,0,0,0,0.2822222222222222,0,0,0,0,0.994,0.66,0,0,1.0,0.5928753180661578
0.34,0.98,0.24,1.0,0.9175,0,0,0,0,1.0,0,1.0,1.0,1.0,0,0.978,0.38104325699745545
0.56,0.7311111111111112,0.7525,0.86,0.8875,0,0.84,0.07555555555555556,0.9511111111111111,1.0,0,1.0,1.0,0,0.028,0.978,0.28931297709923665
0.56,0,0.835,0.01,1.0,0,0,0.17555555555555555,0.14,0.42142857142857143,0,1.0,1.0,0,0.364,0.973,0.4638676844783715
1.0,0,0,0.1325,0.945,0,0,0,0,0.7714285714285715,0,0.844,1.0,0,0,0,0.648473282442748
0.24222222222222223,0.3977777777777778,1.0,0.525,1.0,0,0,0,0.4577777777777778,1.0,0,1.0,0,0.344,0.472,0.879,0.4444020356234097
0.9266666666666666,0.34,0,1.0,0.955,0.8266666666666667,1.0,0,0.8177777777777778,0,0,0.904,0.8425,0,0,0.623,0.38193384223918575
