cannon_1,cannon_2,archer_1,goldstorage_1,elixerstorage_1,gold_1,gold_2,elixer_1,elixer_2,barracks_1,barracks_2,townhall_1,army_1,builder_1,builder_2,castle_1,total
0.32,0.35777777777777775,0,1.0,1.0,0,0,0,0,0,0,1.0,0.235,0,0,0.982,0.5316793893129771
1.0,0.14444444444444443,0.4825,0.835,0.7525,0,0,0,0.44,0,0,1.0,1.0,0,0,0.543,0.49312977099236643
0.41333333333333333,0,1.0,0,1.0,0,0,0.44,1.0,1.0,0,1.0,1.0,0.024,0,0.649,0.43142493638676843
0.022222222222222223,0.7022222222222222,1.0,0.28,1.0,0,0,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.3743002544529262
0.09555555555555556,0.72,1.0,1.0,1.0,0,0,0,0.04,1.0,0,1.0,0.4775,1.0,0.016,0.919,0.3983460559796438
1.0,0.6088888888888889,0,0.3125,1.0,0,0.26666666666666666,0,0.52,0.325,0,1.0,0.8075,0,0,0.271,0.5180661577608142
1.0,0.4622222222222222,0.0425,1.0,0.55,0,0,0,0.96,0,0,1.0,0.945,0,0,0.424,0.48740458015267174
0.4622222222222222,1.0,0.3825,0.6925,0.1225,0,0,0,0.8355555555555556,0,0,1.0,0.9725,0,0,0.295,0.5296437659033079
0.3888888888888889,0.41333333333333333,0.8625,1.0,1.0,0,0,0,0.32222222222222224,0.42142857142857143,0,1.0,0.34,0,0,0.982,0.44185750636132315
0,0.7,0.205,0.9325,1.0,0,0,0,0.41333333333333333,1.0,0,1.0,1.0,0,0.128,1.0,0.4188295165394402
0.4866666666666667,0.5844444444444444,1.0,0.9175,0.505,0,0,0.5,0.6577777777777778,1.0,0,1.0,1.0,0.956,0.544,1.0,0.29681933842239183
0.7866666666666666,0.6666666666666666,0,1.0,0.49,0,0,0,0,0,0,0.982,0.8625,0,0,0,0.6096692111959288
0.56,0.6822222222222222,0.89,0,0.145,0,0.3111111111111111,0.6088888888888889,1.0,0.8571428571428571,0,1.0,1.0,0,0,0.352,0.449236641221374
0,0.86,1.0,1.0,1.0,0,0,0,0,0.7107142857142857,0,1.0,1.0,0.868,0.956,0.919,0.3561068702290076
0.6822222222222222,0.36444444444444446,0.3675,0.8625,0.505,0.18,0.7,0,0.5222222222222223,0.29285714285714287,0,1.0,1.0,0.964,0,0.928,0.3706106870229008
0.78,0,1.0,1.0,0.28,0,0,1.0,0,1.0,0.5678571428571428,1.0,0.5875,0.416,0.064,0.041,0.48498727735368957
1.0,0,0.6425,0,1.0,0,0,0.58,1.0,1.0,0,1.0,0.9775,0.884,0,0.802,0.3623409669211196
0.6577777777777778,0.6822222222222222,0.8075,1.0,0.89,0,0.24,0.78,0.3844444444444444,1.0,0,1.0,0.2125,0.184,0,0.861,0.3529262086513995
0.04666666666666667,0.94,1.0,1.0,0.145,0,0,0,0.42444444444444446,1.0,0,1.0,1.0,0.624,0.964,1.0,0.3549618320610687
0.7066666666666667,0.5844444444444444,0.8075,1.0,0.0375,0,0,0,0.5755555555555556,1.0,0,1.0,1.0,0.036,0.472,1.0,0.37849872773536897
0.10666666666666667,1.0,0.1475,0.865,1.0,0,0.5044444444444445,0,0,0.15714285714285714,0,1.0,1.0,0,0,1.0,0.4307888040712468
0.15333333333333332,1.0,0.67,1.0,1.0,0,0.64,0,0,1.0,0,1.0,0.055,1.0,1.0,1.0,0.34134860050890586
0.13777777777777778,0.32222222222222224,0.9775,1.0,1.0,0,0,0,0,1.0,0,1.0,0.235,0.384,0,1.0,0.4442748091603053
1.0,0.29555555555555557,0,1.0,0.2575,0,0,0,0.36,0,0,0.904,1.0,0,0,0.177,0.5952926208651399
1.0,0,0.725,0.12,1.0,0,0,0.34,1.0,0.16428571428571428,0,1.0,1.0,0,0,0.937,0.40534351145038167
0.5355555555555556,1.0,0.3125,0.5275,1.0,0,0.54,0.9,1.0,0.8392857142857143,0,1.0,1.0,0,0,0.592,0.33180661577608145
0.6088888888888889,0,1.0,0,0.42,0,0,0,0.78,1.0,0,1.0,0,0.912,0.964,1.0,0.4348600508905852
0.35777777777777775,0.4866666666666667,0.34,0.91,0,0,1.0,0,0,1.0,0,1.0,0,0.92,1.0,1.0,0.41603053435114506
0.41333333333333333,0.23333333333333334,0.245,1.0,0.945,0,0,0,0.8355555555555556,0,0,1.0,0.945,0,0.84,1.0,0.4108142493638677
1.0,0,0.285,0.5325,1.0,0,0,0,0.36,1.0,0,1.0,0.145,1.0,0,0.973,0.4402035623409669
1.0,0,0.835,0,0.78,0,0,0,0.5,1.0,0,1.0,0.9775,0.832,0.604,0.991,0.383969465648855
1.0,0.45555555555555555,0.1475,0.775,0,0,0,0,0.7666666666666667,1.0,0,1.0,0,0.928,0,0.758,0.4734096692111959
0.7066666666666667,0.42,0.78,0.355,1.0,0,0,0,0.23777777777777778,1.0,0,1.0,0.325,0.56,0.532,1.0,0.4082697201017812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
0.12,1.0,0.56,1.0,1.0,0.8066666666666666,1.0,0.07555555555555556,0.96,0.9607142857142857,0,1.0,0.9725,0.576,0,0.559,0.27888040712468193
0,1.0,0.3125,0,0.3675,0,0.44,0,0,0.29285714285714287,0,1.0,0.9325,1.0,0.784,0.824,0.47264631043257
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1.0,0,0.67,0,0.9775,0,0,0,0.5822222222222222,0.43214285714285716,0,1.0,0.945,0,1.0,1.0,0.4122137404580153
0.07111111111111111,0.98,0.7525,0.685,0.8875,0,0,0,0,1.0,0,1.0,1.0,0.848,0.856,1.0,0.36272264631043255
0,0.2911111111111111,0,0.56,0.195,0,0,0,0,0,0,0.844,1.0,0,0,0.19,0.7087786259541985
0.6333333333333333,0.6155555555555555,0,1.0,0.6425,0,0,0.54,1.0,0.8428571428571429,0,1.0,0.8075,0.62,0,0.82,0.3707379134860051
0,0.45111111111111113,0.9725,1.0,1.0,0,0,0,0.98,1.0,0,1.0,1.0,0.92,0.928,1.0,0.30343511450381677
0,0.3977777777777778,1.0,0.8875,0.0025,0,0,0,0,0.9035714285714286,0,1.0,1.0,1.0,0.824,1.0,0.421882951653944
1.0,0,0,0.7525,1.0,0,0,0,0.19111111111111112,1.0,0,1.0,0.9775,0.28,0,0,0.5575063613231552
0.7066666666666667,0,0.835,0,1.0,0,0,0,0.8311111111111111,1.0,0,1.0,1.0,0.244,0.784,0.937,0.3893129770992366
0.7311111111111112,0,0.4225,0,1.0,0,0,0,0.64,1.0,0,1.0,1.0,0,0,0.703,0.4823155216284987
0,0.24222222222222223,0,0.5325,0.8825,0,0.5111111111111111,0,0,0,0,1.0,0,0,0.964,1.0,0.5361323155216285
0.21777777777777776,0,0.5325,0,1.0,0,0,1.0,1.0,0.45,0.125,1.0,0.2575,0,0,0.733,0.47735368956743
0.3888888888888889,0.3888888888888889,0.1,1.0,1.0,0,0,0,0.8866666666666667,0,0,1.0,0.9725,0,0,0.824,0.45267175572519086
