cannon_1,cannon_2,archer_1,goldstorage_1,elixerstorage_1,gold_1,gold_2,elixer_1,elixer_2,barracks_1,barracks_2,townhall_1,army_1,builder_1,builder_2,castle_1,total
0.44222222222222224,0.29555555555555557,1.0,0,1.0,0,0,0,0,1.0,0,1.0,0.1225,0.928,0.956,1.0,0.4361323155216285
0.04666666666666667,1.0,0.6425,1.0,1.0,0,0,0,0.0022222222222222222,0.8,0,1.0,0.2575,0,0,0.604,0.4961832061068702
0.4622222222222222,0.8777777777777778,0.065,1.0,1.0,0.19111111111111112,0.46,0,0.1622222222222222,1.0,0,1.0,1.0,0.34,0,0.333,0.4410941475826972
0.6711111111111111,0,1.0,0.395,0.91,0,0,0,0,1.0,0,1.0,0.56,0.928,0.868,0.514,0.466793893129771
1.0,0.1288888888888889,0,0.3275,1.0,0,0,0,0.74,0,0,0.792,0.13,0,0,0,0.6676844783715012
0.24666666666666667,0.21777777777777776,0,0.91,1.0,0,0.88,0,0,0,0,1.0,0.1675,0,0,0.388,0.5770992366412214
0.31555555555555553,0.06888888888888889,1.0,0.8875,1.0,0,0,0,0.8288888888888889,1.0,0,1.0,1.0,0.736,0.036,1.0,0.3544529262086514
0,0.8288888888888889,1.0,1.0,0,0,0.2111111111111111,0,0,0.7785714285714286,0,1.0,0.9775,0.928,0.28,1.0,0.40470737913486005
0.27111111111111114,0.12444444444444444,0.9175,0.6975,0,0,0,0.10888888888888888,1.0,1.0,0,1.0,0,1.0,0.644,1.0,0.4256997455470738
0.5177777777777778,0.4822222222222222,0.6975,1.0,1.0,0,0,0,0,1.0,0,1.0,0,0.444,0.028,1.0,0.43676844783715013
0.38222222222222224,0.12,0.8725,1.0,0,0,0.8066666666666666,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.3615776081424936
0.07111111111111111,0.08,1.0,1.0,0.2575,0,0,0.31555555555555553,1.0,1.0,0,1.0,1.0,0.956,0.776,1.0,0.3414758269720102
0.5355555555555556,0.6577777777777778,0.725,0.4375,0.285,0.06666666666666667,1.0,0.7311111111111112,1.0,0.6142857142857143,0,1.0,1.0,0,0,0.982,0.3092875318066158
0.6822222222222222,0,1.0,0.0575,0.89,0,0,1.0,0.92,1.0,0.7464285714285714,1.0,0.505,0.608,0.056,0.946,0.3316793893129771
